[2023-11-28 11:38:41.616395]: Filename: jobone.txt, Line Count: 100, Time: 3365, Type: write, Job Ended
[2023-11-28 11:38:44.983014]: Filename: jobone.txt, Line Count: 100, Time: 3365, Type: write, Job Ended
[2023-11-28 11:38:55.925215]: Filename: jobone.txt, Line Count: 100, Time: 3602, Type: write, Job Created
[2023-11-28 11:38:55.925215]: Filename: jobtwo.txt, Line Count: 200, Time: 4324, Type: write, Job Created
[2023-11-28 11:38:55.925215]: Filename: jobtwo.txt, Line Count: 200, Time: 4324, Type: write, Job Started
[2023-11-28 11:38:55.929793]: Filename: jobtwo.txt, Line Count: 200, Time: 4324, Type: write, Job Failure: File Already Written
[2023-11-28 11:38:56.185446]: Filename: jobtwo.txt, Line Count: 200, Time: 4324, Type: write, Job Completed
[2023-11-28 11:39:00.310745]: Filename: jobtwo.txt, Line Count: 200, Time: 4324, Type: write, Job Ended
[2023-11-28 11:39:04.636003]: Filename: jobtwo.txt, Line Count: 200, Time: 4324, Type: write, Job Ended
[2023-11-28 11:39:04.636003]: Filename: jobone.txt, Line Count: 100, Time: 3602, Type: write, Job Started
[2023-11-28 11:39:04.636003]: Filename: jobone.txt, Line Count: 100, Time: 3602, Type: write, Job Failure: File Already Written
[2023-11-28 11:39:04.766797]: Filename: jobone.txt, Line Count: 100, Time: 3602, Type: write, Job Completed
[2023-11-28 11:39:08.269733]: Filename: jobone.txt, Line Count: 100, Time: 3602, Type: write, Job Ended
[2023-11-28 11:39:11.873477]: Filename: jobone.txt, Line Count: 100, Time: 3602, Type: write, Job Ended
[2023-11-28 11:40:39.440532]: Filename: jobone.txt, Line Count: 100, Time: 3711, Type: write, Job Created
[2023-11-28 11:40:39.440532]: Filename: jobtwo.txt, Line Count: 200, Time: 1503, Type: write, Job Created
[2023-11-28 11:40:39.440532]: Filename: jobtwo.txt, Line Count: 200, Time: 1503, Type: write, Job Started
[2023-11-28 11:40:39.452515]: Filename: jobtwo.txt, Line Count: 200, Time: 1503, Type: write, Job Failure: File Already Written
[2023-11-28 11:40:40.957180]: Filename: jobtwo.txt, Line Count: 200, Time: 1503, Type: write, Job Ended
[2023-11-28 11:40:40.957180]: Filename: jobone.txt, Line Count: 100, Time: 3711, Type: write, Job Started
[2023-11-28 11:40:40.957180]: Filename: jobone.txt, Line Count: 100, Time: 3711, Type: write, Job Failure: File Already Written
[2023-11-28 11:40:44.672376]: Filename: jobone.txt, Line Count: 100, Time: 3711, Type: write, Job Ended
[2023-11-28 11:43:58.978205]: Filename: jobone.txt, Line Count: 100, Time: 804, Type: write, Job Created
[2023-11-28 11:43:58.978205]: Filename: jobtwo.txt, Line Count: 200, Time: 372, Type: write, Job Created
[2023-11-28 11:43:58.978205]: Filename: jobtwo.txt, Line Count: 200, Time: 372, Type: write, Job Started
[2023-11-28 11:44:13.476892]: Filename: jobone.txt, Line Count: 100, Time: 993, Type: write, Job Created
[2023-11-28 11:44:13.476892]: Filename: jobtwo.txt, Line Count: 200, Time: 3620, Type: write, Job Created
[2023-11-28 11:44:13.477901]: Filename: jobtwo.txt, Line Count: 200, Time: 3620, Type: write, Job Started
[2023-11-28 11:44:17.748978]: Filename: jobtwo.txt, Line Count: 200, Time: 3620, Type: write, Job Completed
[2023-11-28 11:44:17.749997]: Filename: jobtwo.txt, Line Count: 200, Time: 3620, Type: write, Job Ended
[2023-11-28 11:44:17.750989]: Filename: jobone.txt, Line Count: 100, Time: 993, Type: write, Job Started
[2023-11-28 11:44:18.868903]: Filename: jobone.txt, Line Count: 100, Time: 993, Type: write, Job Completed
[2023-11-28 11:44:18.869916]: Filename: jobone.txt, Line Count: 100, Time: 993, Type: write, Job Ended
[2023-11-28 11:46:06.449078]: Filename: jobone.txt, Line Count: 100, Time: 3015, Type: write, Job Created
[2023-11-28 11:46:06.449078]: Filename: jobtwo.txt, Line Count: 200, Time: 4506, Type: write, Job Created
[2023-11-28 11:46:06.464083]: Filename: jobtwo.txt, Line Count: 200, Time: 4506, Type: write, Job Started
[2023-11-28 11:46:11.840757]: Filename: jobtwo.txt, Line Count: 200, Time: 4506, Type: write, Job Completed
[2023-11-28 11:46:11.841864]: Filename: jobtwo.txt, Line Count: 200, Time: 4506, Type: write, Job Ended
[2023-11-28 11:46:11.841864]: Filename: jobone.txt, Line Count: 100, Time: 3015, Type: write, Job Started
[2023-11-28 11:46:15.502109]: Filename: jobone.txt, Line Count: 100, Time: 3015, Type: write, Job Completed
[2023-11-28 11:46:15.502109]: Filename: jobone.txt, Line Count: 100, Time: 3015, Type: write, Job Ended
